method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/_next/static/chunks/pages/promotions/AppDownloadPage-ab99655d5ed9ee3c218b.js,,0,0,0,0,0,0,good
GET,/js/a.js,,0,0,0,0,0,0,good
GET,/adx/rbcn/us.php?dynk=r1b32c0n,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/player/PlayerMatchesPage-58ded3a9c12b85473338.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/team/TeamPage-67b593755eb3e28fb584.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/5662-096931a7a7cc39adf0cc.js,,0,0,0,0,0,0,good
GET,/pagead/adview?ai=Cg09L2ewDYqjWL9yT1AbigLzoBYr0oYJoyNGOutQPv_-549cCEAEg_oX-GWCN3LEFyAED4AIAqAMByAMIqgSjAk_Q05GPJdBFbTSIOWiVXL5XF2OTDW0onxwRtZAYdyJmRAsj-h7PjmKYvd7xyUcKmI8mpZhwf8SNbdf1GfxDksQc0Rc5d5bS91eEKYJQ-5xukSzjHcfFcCRctsbM78lHWmfQJWSvEA-IgXxpUu6735P6x8Rx0hYVlwNbMBxW_LcYkG2Bppq33AJqbNgi7uBeLtBAvdgDkkdJnrUy4kM5GaSh5N9aZi80sACTYm9b3o9WR3Mh8GCeMe3uuDWSCAf-qBZD8bzQ1AeO8whOXq9vMBkzQfQPFx3upCzjMxNCb3FsahpN8anyhshVBmhJV9WDIThZ9QVHENIblrURyq3zSxg5GuS7KzYtIK1zuKP9MY06T8q4dsS6dOyC4hRjy5Z16Yn_BcAE0_SmjPkD4AQBoAYDgAepx4qAA6gHjs4bqAeT2BuoB-6WsQKoB_6esQKoB9XJG6gHpr4b2AcB8gcDEPAu0ggHCIBhEAEYHYAKA8gLAdgTA9AVAYAXAbIXHgocCAASFHB1Yi00NTE3MzI1NjY1MTAzNTQxGNyABw&sigh=FrtSKhCPR0M&uach_m=[UACH],,0,0,0,0,0,0,good
GET,/resources/prod/v8.21.12/widgets/icc_rankings.min.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/CiNavbarMobile.ef500dff1cb2edef2904.js,,0,0,0,0,0,0,good
GET,/v1/pages/matches/current?lang=en&latest=true,,0,0,0,0,0,0,good
GET,/en_US/fbevents.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/match/MatchCoveragePage-d9fced7ede7564f51e96.js,,0,0,0,0,0,0,good
GET,/recaptcha/releases/BycHQdSIhzR_1EcOLw2mOzYQ/recaptcha__en.js,,0,0,0,0,0,0,good
GET,/conf/PED8CDAC2-F114-41BE-8B98-AFA06FAEA06E.js,,0,0,0,0,0,0,good
GET,/resources/prod/v8.21.12/scripts/vendors.min.js,,0,0,0,0,0,1,good
GET,/bar/academic/images/vcu-seal--gold.svg,,0,0,1,0,0,0,good
GET,/safeframe/1-0-38/html/container.html,,0,0,0,0,0,0,good
GET,/b?c1=2&c2=6036484&ns__t=1644424433820&ns_c=UTF-8&c8=Cricket%20Schedule%20-%20International%2C%20domestic%20and%20T20%20matches%20-%20Cricbuzz%20%7C%20Cricbuzz.com&c7=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-schedule%2Fupcoming-series%2Finternational&c9=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-scorecard-archives,,0,0,0,0,11,0,good
GET,/pcs/view?xai=AKAOjss_DqhIz4QC3w3Ogi74CxUp4tSQFRunbK90h5DQkz69AoBDowahvqbkt3H3hNPaKvJ2RQxDd-0tuyX_-fsoh68sCKLDLFwyiNYokFzfZQGGE6ZJh-oD_ngYBDMwwAqgmLHdaSeFFgqYc5Blte9nNLHYSrGbWx-uQ_y1UBVoEmZy_LHiJLY2a6R3jYTfLyqGUlBac2QR9Py_EINoxldKvGirxtVeGftbNJMyIYExsVLPnp-sbYmnKTHRgkumXGuUKpp8_MD5iJbBGmb-9qh9u57LD1zsgmZ0T4Bt9YWfNan3P9roNtMp2wsOqbwKitAgpkOUBPpe&sig=Cg0ArKJSzH_WFbp3KjW8EAE&uach_m=[UACH]&urlfix=1&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0%3D&adurl=,,0,0,0,0,0,0,good
POST,/mod_pagespeed_beacon?url=https%3A%2F%2Fwww.business-standard.com%2Fsports%2Ficc-world-test-championship%2Fschedule-fixtures,,0,0,0,0,0,0,good
GET,/_next/static/chunks/Nprogress.f5c457e50704a95b09a9.js,,0,0,0,0,0,0,good
GET,/ase/15240/178/aa.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/968-db95c4508107f1ff4f7a.js,,0,0,0,0,0,0,good
GET,/novms/html/ls.html,,0,0,0,0,0,0,good
GET,"/cde/data/v5.htm?adUnitId=337642~1~0&_v=0&auds=all,hkf&_u=https%3A//www.cricbuzz.com/cricket-match/live-scores&_t=3&_c=colombiaadCallback&fpc=97c164f3-fb41-48b9-8b83-f2236f8b4947-10wos&exc=null&r=I983M369i2161644424436808mbkotjbjqdnatlf27adex",,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/story/WritersIndexPage-a62e39e362204f01bb2a.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/team/TeamImagesPage-22528666319eb33074b1.js,,0,0,0,0,0,0,good
GET,/ajax/libs/jquery-infinitescroll/2.0b2.120519/jquery.infinitescroll.min.js,,0,0,0,0,0,0,good
GET,/novms/js/2/nlsSDK600.bundle.min.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/team/TeamsPage-2a42abcb069b5cacf846.js,,0,0,0,0,0,0,good
GET,/,,0,0,0,0,0,0,good
OPTIONS,/prod/interactions,,0,0,0,0,0,0,good
GET,/async_usersync?cbfn=queuePixels,,0,0,0,0,0,0,good
GET,/static/js/omniture-visitor-2.8.2-v1.js,,0,0,0,0,0,0,good
GET,/include/_mod/site/new-cricket-theme/js/site.min.js?2133,,0,0,0,0,0,0,good
GET,/privacy/v1/b/r.rnc?n=1&c=2750&i=77jow2&p=prod&s=1799&d=8EZ7InZlcnNpb24iOiIxLjAuMCIsImdhdGV3YXkiOiIyLjMuNTI2IiwiY2xpZW50SWQiOjI3NTAsInB1Ymxpc2hQYXRoIjoicHJvZCIsImluc3RhbmNlJwDwFCI3N2pvdzIiLCJwYWNrZXQiOjEsIm1vZGUiOiJlbmZvcmNlVwDwDm9va2llcyI6e30sImVudmlyb25tZW50Ijoibm9uIgDyBnJlcXVlc3RzIjpbeyJkZXN0aW5hdLAA8BlodHRwczovL3NvZmlhLnRydXN0eC5vcmcvcHVzaF9zeW5jIiwidHlwcwCgaW1nIiwic3RhcooAwDY0NDQyNDQxMTYxMHgASmQiOjEUADBzb3WiAPAFOiJpbWdfRE9NQXR0ck1vZGlmaWXqAOFzdGF0dXMiOiJhbGxvdxMAYHJlYXNvbqgA1F0sImRhdGFQYXR0ZXISALxsaXN0IjpbXSwiaW4AL30s2gAF8AVhY2RuLmFkbnhzLmNvbS9kbXAvYdgAUF91c2VyCQBXLmh0bWzmAEBmcmFtNgEP6QAAHzXpAAA2NSwi6QCCbm5lckhUTUwoAQ_fADYfNN8ACLFkcy5wdWJtYXRpY-EA8BtBZFNlcnZlci9qcy9zaG93YWQuanMjUElYJmtkbnR1aWQ9MSZwPTMzNDmUAgTbAQ_1AAcuMjL1AAAUAA_1AE0vMjL1AAfxA2V1cy5ydWJpY29ucHJvamVjdPsAH3XPARsvMjfaAAAfN88BTy8yN9oAB5JtYi5tb2F0YWSuAvUWaWkuanM_bGluZUl0ZW1JZD01NzMwODM1NTk1JmNhbGxiYWNrPR8ANm5mbyAAE0MfAHBfMzAzNjM4lQQD7QFic2NyaXB0owIJywM9MDk3EwFHMjA2NBMBMW11dDsEMU9ic2YCEkFHAALqAjBsb2HZAw_GAyMAfQAPGAEHD_IBNBw48gE6MzUz8gGTc2VydEJlZm9yAwQP2gAwTzE2MjjaAE0vMzPaAAwMuQEZQ6QED7oBJcA0MjQ0MTE2MzN9XX0,,0,0,0,0,0,0,good
GET,/js/lightgallery.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/match/MatchFantasyXiPage-77f3d4c8d86345459558.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/9282-fd2e4c3947ee1bc2166b.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/TrendingMatches.810047b19561637c2a36.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/player/PlayerRecordsPage-11562ad2e5c0ee05952b.js,,0,0,0,0,0,0,good
GET,/TWDC-DTCI/prod/code/84adfb339430aa3ac4debde9d7212de2.js?conditionId0=4886771,,0,0,0,0,0,0,good
GET,/generate_204?QKt3Lg,,0,0,0,0,0,0,good
GET,/gampad/ads?gdfp_req=1&pvsid=2042155346301358&correlator=2851483870398649&output=ldjh&impl=fif&eid=21067496&vrg=2022020301&ptt=17&sc=1&sfv=1-0-38&ecs=20220209&iu_parts=1024780%2CDesktop_new%2CMPU1%2CSeries&enc_prev_ius=%2F0%2F1%2F2%2F3&prev_iu_szs=300x250%7C300x600&cust_params=series%3D3687&cookie=ID%3Dd4202b7d5a82da27%3AT%3D1644424407%3AS%3DALNI_MaQ95CMrb0EKcgjqWqgCiZBpIiMBQ&bc=31&abxe=1&dt=1644424438760&lmt=1644424438&dlt=1644424437161&idt=1391&frm=20&biw=1349&bih=649&oid=2&adxs=851&adys=324&adks=2236071390&ucis=2&ifi=2&u_his=9&u_h=768&u_w=1366&u_ah=720&u_aw=1366&u_cd=24&u_sd=1&u_tz=345&flash=0&dmc=8&url=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-series%2F3687%2Fwest-indies-tour-of-india-2022&ref=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-match%2Flive-scores&vis=1&scr_x=0&scr_y=0&psz=323x265&msz=303x250&ga_vid=456088001.1644424405&ga_sid=1644424439&ga_hid=2111618604&ga_fc=true&fws=0&ohw=0&btvi=0&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0.&nvt=1,,0,0,0,0,0,0,good
GET,/gampad/ads?gdfp_req=1&pvsid=3652604582656514&correlator=2009488655348857&output=ldjh&impl=fif&eid=21067496&vrg=2022020301&ptt=17&sc=1&sfv=1-0-38&ecs=20220209&iu_parts=6516239%2CBS_Sports_R1_300x250&enc_prev_ius=%2F0%2F1&prev_iu_szs=300x250&cookie_enabled=1&bc=31&abxe=1&dt=1644424413899&lmt=1644424413&dlt=1644424407351&idt=6489&frm=20&biw=1349&bih=649&oid=2&adxs=1017&adys=230&adks=3761127788&ucis=1&ifi=1&u_his=1&u_h=768&u_w=1366&u_ah=720&u_aw=1366&u_cd=24&u_sd=1&u_tz=345&flash=0&dmc=8&url=https%3A%2F%2Fwww.business-standard.com%2Fsports%2Ficc-world-test-championship%2Fschedule-fixtures&ref=https%3A%2F%2Fwww.google.com%2F&vis=2&scr_x=0&scr_y=0&psz=327x250&msz=300x-1&ga_vid=2122110816.1644424410&ga_sid=1644424414&ga_hid=2144900867&ga_fc=true&fws=0&ohw=0&btvi=0&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0.&nvt=1,,0,0,0,0,0,0,good
GET,/activityi;src=8744726;type=websi0;cat=allwe0;ord=3807444070312;gtm=2wg270;auiddc=1023263082.1644424407;~oref=https%3A%2F%2Fwww.espncricinfo.com%2Fseries%2Ficc-world-test-championship-2019-2021-1195334?,,0,0,0,0,0,2,good
GET,/gampad/ads?gdfp_req=1&pvsid=4121558502208544&correlator=2090120734781546&output=ldjh&impl=fifs&hxva=1&scor=49798447820530&eid=31061814%2C31060890%2C21067496&vrg=2022020301&ptt=17&sc=1&sfv=1-0-38&ecs=20220209&iu_parts=21783347309%2Cespn.cricinfo.com%2Cseries&enc_prev_ius=0%2F1%2F2%2C0%2F1%2F2%2C0%2F1%2F2%2C0%2F1%2F2%2C0%2F1%2F2%2C0%2F1%2F2%2C0%2F1%2F2&prev_iu_szs=124x124%2C1680x1050%2C1280x100%7C970x250%7C728x90%2C615x40%2C298x50%2C300x250%7C300x600%2C300x100&prev_scp=kvps%3DpresbyHeader%26pos%3DpresbyHeader%7Ckvps%3Dwallpaper%26pos%3Dwallpaper%7Ckvps%3Dbanner%26pos%3Dbanner%26kvpos%3Dtop%7Ckvps%3Dlongstrip%26pos%3Dlongstrip%7Ckvps%3Dincontentstrip%26pos%3Dincontentstrip%7Ckvps%3Dincontent%26pos%3Dincontent%26kvpos%3Dtop%7Ckvps%3Dpromobox%26pos%3Dpromobox%26kvpos%3Dtop&eri=1&cust_params=lang%3Den%26cmssource%3Despn%26darkmode%3Dfalse%26mnr%3Df%26inskin_yes%3Dfalse%26sp%3Dcricinfo%26prof%3Dxl%26ed%3Din%26pgtyp%3Dindex%26kvpt%3Dserieshome%26kvseriesid%3D1195334%26league%3Diccworldtestchampionship20192021%26kvsite%3Diccworldtestchampionship20192021%26swid%3De303a3b9-feb4-498e-b478-1f3b2b6d6405&cookie=ID%3Db88bd47f437aac8a%3AT%3D1644424408%3AS%3DALNI_MauTqi8YYBV-QzweOVa17e2YYIQTg&bc=31&abxe=1&dt=1644424408515&lmt=1644424408&dlt=1644424402409&idt=5018&frm=20&biw=1349&bih=649&oid=2&adxs=76%2C0%2C35%2C352%2C986%2C985%2C985&adys=48%2C318%2C328%2C596%2C596%2C654%2C912&adks=3328420001%2C2267194278%2C2385282827%2C223440045%2C3069327878%2C3309617149%2C548558495&ucis=2%7C3%7C4%7C5%7C6%7C7%7C8&ifi=2&u_his=1&u_h=768&u_w=1366&u_ah=720&u_aw=1366&u_cd=24&u_sd=1&u_tz=345&flash=0&dmc=8&url=https%3A%2F%2Fwww.espncricinfo.com%2Fseries%2Ficc-world-test-championship-2019-2021-1195334&ref=https%3A%2F%2Fwww.google.com%2F&vis=2&scr_x=0&scr_y=0&psz=0x124%7C1349x0%7C1349x250%7C612x40%7C300x50%7C300x250%7C300x100&msz=124x0%7C1680x1050%7C1349x10%7C612x0%7C300x0%7C300x0%7C300x0&psts=AGkb-H898T3MHH8FoBuRI-htSWrXKV0AtW-IwNtkGbjkUP_4JbzxmbaL&ga_vid=2032453128.1644424408&ga_sid=1644424408&ga_hid=1624466241&ga_fc=false&fws=132%2C640%2C0%2C0%2C0%2C0%2C0&ohw=1197%2C0%2C0%2C0%2C0%2C0%2C0&btvi=0%7C0%7C0%7C0%7C0%7C1%7C2&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0.&nvt=1,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/series/SeriesResultPage-c584db0b9231a3ddeba3.js,,0,0,0,0,0,0,good
GET,/track/cmf/generic?ttd_pid=tapad&ttd_tpi=1&ttd_puid=0e92082d-91b1-47c3-a87e-5d13facb097b%252C&gdpr=0&gdpr_consent=,,0,0,0,0,0,1,good
GET,/getid?p=1480&g=1&j=0&asid=PED8CDAC2-F114-41BE-8B98-AFA06FAEA06E,,0,0,0,0,0,0,good
POST,"/gen_204?atyp=i&bb=1&ei=w-wDYpiwGM2-3LUP15yw8Ac&ct=slh&v=t1&im=M&cshid=1644424398812675&pv=0.42596424752439876&me=151:1644424420186,h,1,CC4QAA,o:0,h,1,CCkQAA,i:21,h,1,CCkQAA,o:13,h,1,CCYQAA,i:17,h,1,CCYQAA,o:0,h,1,CCgQAA,i:16,h,1,CCgQAA,o:0,h,1,CAIQMg,o:769,e,B&zx=1644424421023",,0,0,0,0,0,0,good
GET,/en_US/sdk.js?hash=fe852013bf58a5879a0e1932648477ef,,0,0,0,0,0,0,good
GET,/v1alpha/projects/-/apps/1:820819117977:web:eabf3544ac136b1a643508/webConfig,,0,0,0,0,0,0,good
GET,"/_/scs/abc-static/_/js/k=gapi.gapi.en.fQLVS3SAB_U.O/m=gapi_iframes,googleapis_client/rt=j/sv=1/d=1/ed=1/rs=AHpOoo9-gtqpJORJvBFDdao_eAhWe8xjHw/cb=gapi.loaded_0",,0,0,0,0,0,0,good
GET,/_next/static/hUP-r5GxLbNyh0E6njzff/_buildManifest.js,,0,0,0,0,0,0,good
GET,/safeframe/1-0-38/html/container.html,,0,0,0,0,0,0,good
GET,/media/generic-bootstrap/js/modernizr.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/gallery/GalleryPage-f32f45e79d401e259c8b.js,,0,0,0,0,0,0,good
GET,/pagead/js/r20220207/r20110914/abg_lite_fy2019.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/match/MatchReportPage-e90c147e82afc9be3389.js,,0,0,0,0,0,0,good
GET,/dist/js/cricbuzz.min.1639547681.js,,0,0,0,0,0,0,good
GET,/pagead/drt/si?st=NO_DATA,,0,0,0,0,0,0,good
GET,/_next/static/chunks/MatchHeadToHead.65d5d15fdf29bbadefca.js,,0,0,0,0,0,0,good
GET,/pagead/ppub_config?ippd=www.icc-cricket.com,,0,0,0,0,0,0,good
GET,/gtm.js?id=GTM-M2X5VXQ,,0,0,0,0,0,0,good
GET,/xjs/_/js/md=1/k=xjs.s.ne.Jxiod2tQjpg.O/am=AigAGEoAEAhmIAAAAAAAAAAEAu8GAIAQSCQBdAEAAAQBgAAEAgSAAAAAAD7iM0DO3wDAAJpwAQAAAAAAAATgEmSoQKIgAAQAAAAAEKupq2eeQCA/rs=ACT90oEw6YRAMhCrRVHXxiw6jqNs2SFWgg,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/preview/HeadlinePage-808437702075269b9972.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/global/DynamicHomePage-b4794cc7c121f881489f.js,,0,0,0,0,0,0,good
GET,"/xjs/_/js/k=xjs.s.ne.Jxiod2tQjpg.O/ck=xjs.s.xIaWUmR5pSQ.L.W.O/am=AigAGEoAEAhmIAAAAAAAAAAEAu8GAIAQSCQBdAEAAAQBgAAEAgSAAAAAAD7iM0DO3wDAAJpwAQAAAAAAAATgEmSoQKIgAAQAAAAAEKupq2eeQCA/d=0/esmo=1/dg=2/br=1/rs=ACT90oFjLYJoHZ_0aNwlMQuAYGlZlIMWDA/m=sy36,sy34,CnSW2d?xjs=s2",,0,0,0,0,0,0,good
GET,/cricket-series/3687/west-indies-tour-of-india-2022,,0,0,0,0,0,0,good
GET,/c2/6036484/cs.js,,0,0,0,0,0,0,good
GET,/pagead/sodar?id=sodar2&v=225&li=gpt_2022020301&jk=4056340265207293&rc=null,,0,0,0,0,0,0,good
GET,/_next/static/chunks/870-cbe8666600d25ba5416b.js,,0,0,0,0,0,0,good
GET,/message?cid=15240%3A178&val_101=15240%3A178&val_102=https://www.cricbuzz.com/cricket-series/3468/icc-world-test-championship-final-2021/matches&val_120=0&val_122=&val_124=www.google.com&val_101=int:https:/www.cricbuzz.com/cricket-series,,0,0,0,0,0,0,good
GET,/sync?ssp=trustx&ssp_custom_data=,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/table/TablePage-fc62418a3827ed6f34e6.js,,0,0,0,0,0,0,good
GET,/fixtures?tournamentTypes=I%2CWI&matchStates=L&startDate=2022-02-09&endDate=2022-02-10&page=0&pageSize=100,,0,0,0,0,0,0,good
GET,/ajax/libs/jquery-mousewheel/3.1.13/jquery.mousewheel.min.js,,0,0,0,0,0,0,good
GET,/safeframe/1-0-38/js/ext.js,,0,0,0,0,0,0,good
GET,/widgets.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/match/MatchGalleriesPage-cad3037abeb68b0968a3.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/7225-905cdee081e24e71ec70.js,,0,0,0,0,0,0,good
GET,/bar/academic/images/mir-give--dark.svg,,0,0,1,0,0,0,good
GET,"/xjs/_/js/k=xjs.s.ne.Jxiod2tQjpg.O/ck=xjs.s.xIaWUmR5pSQ.L.W.O/am=AigAGEoAEAhmIAAAAAAAAAAEAu8GAIAQSCQBdAEAAAQBgAAEAgSAAAAAAD7iM0DO3wDAAJpwAQAAAAAAAATgEmSoQKIgAAQAAAAAEKupq2eeQCA/d=0/esmo=1/dg=2/br=1/rs=ACT90oFjLYJoHZ_0aNwlMQuAYGlZlIMWDA/m=symg,symh,symi,syo2,syo3,sy15v,sy166,VD4Qme,syj0,syj1,syjb,syj2,syk9,kHVSUb,syne,Exk9Ld,GGTOgd,sy16x,XVaCB?xjs=s2",,0,0,0,0,0,0,good
GET,/_next/static/chunks/MatchRecentStory.f4637ce79eb8c04e34a4.js,,0,0,0,0,0,0,good
GET,/pagead/gen_204?id=osv-error&code=4&eventType=video_element_error&clientTime=1644424449374&ai=CFHgo-OwDYoXTBtKx1AbjxrvoDZ6hoa5cofno_p8DwI23ARABIABgjdyxBYIBF2NhLXB1Yi00NTE3MzI1NjY1MTAzNTQxyAEF4AIAqAMByAMCqgSlAk_Qv-YLz8vwFnuzje-snJNN8gcllXAIDwuN9adMWa8bf-Iy5561IPZMAb7x0tvTxeEHErjNPq24UUsmKXIUF_a08FzX_7UxQac7Ruvkw3osTOlgaoKiMU-yk3-aIjFMFlBYRB0YB0P0G99WEGgQwk6P8XLsLs-KZXDEnLTNpTniwaY8VvhQAqzO8fucMWwFXFA30XA4iCPrI3wmODJm82aPcMToS-KttB6KzFACwOJiNn55e6hNKTKkeML2b_M1s-AIcU20wfaKjTW3AZHX98f3XnX2upBEfTpSBCPH77PVr1IraOkwhw3cFYEEmwjvRDvfLlQf0cUC_L8PITEgxInJA_kxh-IXzpJNgSWGw05RQ5SusZKpLu6FW3ppNG68i5YGsNVi4AQBgAaSx-u72PWl1vsBoAYqqAemvhuoB5bYG6gHqpuxAqgH35-xAtgHANIIBQiAYRAB-gsCCAGADAHQFQGAFwE,,0,0,0,0,0,0,good
GET,/_next/static/chunks/4183-19c96aaee3540ea7c9b9.js,,0,0,0,0,0,0,good
GET,/gampad/ads?gdfp_req=1&pvsid=2042155346301358&correlator=2851483870398649&output=ldjh&impl=fif&eid=21067496&vrg=2022020301&ptt=17&sc=1&sfv=1-0-38&ecs=20220209&iu_parts=1024780%2CDesktop_new%2CLB%2CSeries&enc_prev_ius=%2F0%2F1%2F2%2F3&prev_iu_szs=728x90%7C970x90&cust_params=series%3D3687&cookie=ID%3Dd4202b7d5a82da27%3AT%3D1644424407%3AS%3DALNI_MaQ95CMrb0EKcgjqWqgCiZBpIiMBQ&bc=31&abxe=1&dt=1644424438748&lmt=1644424438&dlt=1644424437161&idt=1391&frm=20&biw=1349&bih=649&oid=2&adxs=185&adys=10&adks=95386310&ucis=1&ifi=1&u_his=9&u_h=768&u_w=1366&u_ah=720&u_aw=1366&u_cd=24&u_sd=1&u_tz=345&flash=0&dmc=8&url=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-series%2F3687%2Fwest-indies-tour-of-india-2022&ref=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-match%2Flive-scores&vis=1&scr_x=0&scr_y=0&psz=980x90&msz=980x90&ga_vid=456088001.1644424405&ga_sid=1644424439&ga_hid=2111618604&ga_fc=true&fws=0&ohw=0&btvi=0&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0.&nvt=1,,0,0,0,0,0,0,good
GET,/resources/prod/v8.21.12/widgets/icc_scroll-to-top.min.js,,0,0,0,0,0,0,good
GET,/service-worker.js,,0,0,0,0,0,0,good
GET,/_next/static/chunks/pages/story/StoryHomePage-d8f20ab4a182eed0435f.js,,0,0,0,0,0,0,good
GET,/xjs/_/js/k=xjs.s.ne.Jxiod2tQjpg.O/ck=xjs.s.xIaWUmR5pSQ.L.W.O/am=AigAGEoAEAhmIAAAAAAAAAAEAu8GAIAQSCQBdAEAAAQBgAAEAgSAAAAAAD7iM0DO3wDAAJpwAQAAAAAAAATgEmSoQKIgAAQAAAAAEKupq2eeQCA/d=0/esmo=1/dg=2/br=1/rs=ACT90oFjLYJoHZ_0aNwlMQuAYGlZlIMWDA/m=aLUfP?xjs=s2,,0,0,0,0,0,0,good
GET,/a?t=96&type=push&d=N4IgLgngDgpiBcIYDcYDswgDROWAcgIYC2ciACgIIDiAogPoBqAkrQOra5gAihYhCUFEIBzGPTQkyIAM4wATgEsYM%2BIoDG6gLQB3APbyANgBMtYFWC3qAFiSiK9aGdcVQtAJgAMARgCcHz3dveGs9UmExThlFc3o5dTAHNAQQDW19I1NzGUsbOyTnVwC%2FAKDOdUdzDHpIWBS5JRUQsJgIuBwZAFcAIziYBKT6hWVVNN0DEzMLK1tie0dCty8SryDm8NF2kEMYUU7pMYzJ7NzZ%2BacXJZ9%2FVe8o9XkYdHoDZQw%2BQcRjFQBrMD0oJxHiJFDl5B9HHF%2BGBOjIUp00D80HodGgtLCFFEYuIYMYYp8QMw0HiBDhDIQ0CJOpt6BVvil0CAAL44RTGFIADg5ABYtAB2ABKAFYtAKOUKAFqcKAiBDeHDGGQQNDqBBgeT7HBsCUCgDS9AAwpQALLkQQgHRzBCeHBgQyq%2BAAbQAukymUAA%3D&rn=2&i=1644424427&sn=0&gc=d196516d591e4b778c6722f43d7aff9a&arp=N4IgVg%2BgdiBcIC0DuBeFIA0ICW06IHEBGARwDMkBjAYQEEBFAKQAtMQATCAFwGc4AGLO1axBIAG5wiWSH3jAABAF822dvgAcGgCwBaAOwAlAKy7DG4wjYBTbnLEAnO1IBs29wCZ3AZn5KgAA&useIP=false&r=1644424430629,,0,0,0,0,0,0,good
GET,/gtm.js?id=GTM-T7DPH24,,0,0,0,0,0,0,good
GET,/ads/measurement/l?ebcid=ALh7CaRPr24alydRcjIXL8bdlo9CwMo94UTe8wpNYrQQQRt7u5i2waer5FlqOl6EQ9kUNDNHbeTXqxQicyW6LpO76q6VyP9KvQ,,0,0,0,0,0,0,good
GET,/ajax/libs/wow/1.1.2/wow.min.js,,0,0,0,0,0,0,good
POST,/translator?source=prebid-client,,0,0,0,0,0,0,good
GET,/gampad/ads?gdfp_req=1&pvsid=1178789294747257&correlator=3511421482275040&output=ldjh&impl=fif&eid=31061815%2C21067496&vrg=2022020301&ptt=17&sc=1&sfv=1-0-38&ecs=20220209&iu_parts=1024780%2CDesktop_new%2CLB%2CLiveCommentary&enc_prev_ius=%2F0%2F1%2F2%2F3&prev_iu_szs=728x90%7C970x90%7C970x250&cookie=ID%3Dd4202b7d5a82da27%3AT%3D1644424407%3AS%3DALNI_MaQ95CMrb0EKcgjqWqgCiZBpIiMBQ&bc=31&abxe=1&dt=1644424435762&lmt=1644424435&dlt=1644424434447&idt=1218&frm=20&biw=1349&bih=649&oid=2&adxs=185&adys=10&adks=2336715342&ucis=1&ifi=1&u_his=8&u_h=768&u_w=1366&u_ah=720&u_aw=1366&u_cd=24&u_sd=1&u_tz=345&flash=0&dmc=8&url=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-match%2Flive-scores&ref=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-schedule%2Fupcoming-series%2Finternational&vis=1&scr_x=0&scr_y=0&psz=980x90&msz=980x90&ga_vid=456088001.1644424405&ga_sid=1644424436&ga_hid=401357956&ga_fc=true&ga_cid=1404898128.1644424405&uas=3&fws=0&ohw=0&btvi=0&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0.&nvt=1,,0,0,0,0,0,0,good
GET,/espndfp832188684382/moatad.js,,0,0,0,0,0,0,good
